text,label
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
My computer was infected with ransomware. All files are encrypted and hackers demand ₹50000 in Bitcoin to decrypt them.,Ransomware & Malware
Received ransomware through a fake software update. All my important documents are locked and they want ₹150000.,Ransomware & Malware
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹30000 using my documents.,Hacking & Unauthorized Access
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
"Someone created a fake website looking exactly like Yes Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
Someone stole my photography and is selling prints online claiming it as their own work.,Others
Got messages threatening to kill me if I don't pay ₹0. They claim to know my home address and daily schedule.,Online Harassment & Threats
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
Found my credit card details being sold on dark web after a data breach at an e-commerce website.,Hacking & Unauthorized Access
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹150000 were made through that account.,Hacking & Unauthorized Access
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
A fake crypto exchange website stole ₹150000 worth of my digital assets when I tried to trade.,Financial Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Got a call from fake Freecharge support asking me to share my UPI PIN to resolve an issue. They stole ₹30000 from my account.,Financial Fraud
Received email about a government subsidy scheme. Had to pay ₹200000 as registration fee. It was a scam and I lost my money.,Financial Fraud
Joined an online casino through a WhatsApp group. Deposited ₹150000 but cannot withdraw my winnings now.,Others
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
"Received a UPI payment request instead of receiving money. In confusion, I approved it and ₹50000 was deducted from my account.",Financial Fraud
